username,comment
@sheherify,"很顯然，toyz就是喜歡吃腿的，雞胸這個部位本來就會柴。
有人說吃雞可以看出人的個性，有人喜歡吃雞翅因為風味最多，有人喜歡雞腿因為汁多，有人喜歡吃胸因為胸的肉最大塊可以吃的爽，完全就是很主觀的事情。簡單來說上面的三家都是可以去吃的炸雞店。"
@pow2065,就是要像椅子一樣夠敢講的 網路上YT每個都馬說好吃 都不敢得罪啊
@maingjojo,推薦toyz在台中體驗一下卜蜂開的六星炸雞（選在河南路上的創始店）
@user-t2vvboczam,啥時有 のToyz 品牌?
@葛冠全,這不是我認識的椅子怎麼怕了
@Wei1218Wei,椅子 台中可以吃附近河南路的6星炸雞
@evawang2825,請問Toyz直播時間
@wearx,"11 : 59 到底椅子是求生慾才給9分還是真的好吃給9分
讓我們拭目以待"
@hongmingzhang5868,11:05半金藍的手錶...拖椅子也是戴浪琴的半金藍浪鬼嗎? 還是半金藍勞鬼???
@mangahumain13,椅子評比真的很強
@kehang1023,就像Toyz說的 吃是主觀的每個人的口味都不同 不服就自己去買來試試！！！ 
@阿霍-g8e,推薦toyz來個新系列 就是自己煮菜 煮出來的好看味道好 這個系列就會更有說服力
@890448,這是阿晉開的 我猜測椅子要用這種標題來騙點閱跟留言數 我先卡個位
@colomv,出現了 椅子這輩子可能都打不贏的女人
@kabilapxi,椅子的評價真的中肯，沒在灌水的
@阿原伯,"網紅、實況主, 我主要看TOYZ與館長、史丹利  ,  真心希望他們能和好, 和氣生財、和則萬事興"
@劉永德,"氣氛又被椅子炒起來
看來又是一波搶購潮"
@aries2830,请问toyz你的衣服哪里买得到？灰色的
@ybwang187,TOYZ能說一下為什麼要讓員工假冒阿館的助理去查資料嗎想聽你說 還是你真的用這種招數來打這一場仗
@user-ib3kj1zi3y,"鐘培生早說過會先打3～4回合再把toyz 給KO 這是戰術！！！會先裝弱～ 只能說真的超會演欸，前兩場真的感覺體力不支一直揮拳落空 ，結果第三回合就開始瘋狂爆打

沒看也不是孫生那種硬撐的打，居然還很多人說toyz能跟打四年的比到第三回合已經很強了？？？

可能跟別人比的話是啦，但很多事真的不是看上去那樣，其實根本可以直接KO，就是耗一下對方體力然後觀察並鬥智，生活上也是這樣，很多先裝傻裝弱的你還以為他真憨了。"
@chenriin,"椅子進去關了
Oh mama 也關了
5:16 椅子進去日期"
@answer212224,唯一支持toyz，把台灣人不敢說的都說出來
@chiuandy172,椅子再怎麼出包 一小時近5萬的觀看實在又噁又猛
@RJiau,各位知道椅子屌在那裡嗎?  雖然歐罵罵影片中被評價一般般 但看完卻會很想去吃 看起來也很好吃 該介紹的元素都看到了  牛逼
@philipstrevor8510,"椅子 B.C大哪裡有翻譯一個影片 
有關於 一個即將倒閉的店
經由影片介紹講評
起死回生
希望你有空能看看
我覺得很棒"
@asd5731644,我這個人很簡單~有TOYZ就給讚!!!
@jasonk2448,toyz终于会说“外皮”而不是包皮了。
@丁鎮民-u8m,我是覺得有有善心不錯我也是壞人啊我盡量講為人，一堆人亂說講真的這個是基本的吧，依我的江湖經驗toyz算蠻高手的直播主了
@bobo-zw5ff,胡〈麻〉醬一定是toyz的最愛
@陳阿豪-o1v,期待椅子出90元便當，打臉館長
@Richard_119,想請toyz去吃吃看濱江市場的炸雞，佩慈的炸雞，個人覺得蠻好吃的。
@別吵架,"椅子來宜蘭評過許多店家 個人覺得非常公道實在 所以挺重視他給的建議

椅子在阿晉的店評價時，看到品子出來亂的時候 
說真的有點不喜歡這樣，別用關係來影響 toyz評價啊啊啊～

但是品子還是很可愛漂亮就是了"
@MJ-sn8fp,椅子喜歡清淡的食物，但炸物多為重口味~
@FanLiRice,看一看都覺得TOYZ是壓根不喜歡吃雞胸XD
@mk71958421jl,椅子哥是指標，比爺爺好
@陳彥圻-v8q,椅子是不是比較想進去oh mama旁邊的那間…
@kuro1314,椅子 陳三斤約戰了啦 你接嗎？
@user-Amykuo123,現在換健保公審椅子哥的火鍋店唉，不太喜歡他影片，還是比較喜歡椅子哥啦
@台灣愛香菜協會,"Toyz:我是林川明，看見你被打
我心很痛，今天去北港朝天宮
幫你點光明燈
平安健康。"
@karen08290104,toyz肯定吃了無敵星星持久版
@lohoveme,想看Toyz吃澎湖的後宮私廚
@bookerkuo2321,不可能贏過高雄德州小騎士炸雞 toyz可以去吃看看
@許宏瑋-w8k,椅子可以吃吃看爆Q 很推
@a9223196190,真的完全想不透 到底為什麼有人會挺toyz 他做的很多事情都很噁心 他心思細膩操作話題真的有腦的人仔細去思考 他洗白的方式 從哭哭臉到瘋瘋癲癲 真的不是自己做錯什麼事情都瘋瘋癲癲的帶過去 其他人做了什麼 就煽風點火 火越大 他就越得意 他這個人真的是瘋了 但突然想到小粉紅跟習皇帝 好像突然覺得也不是不可能沒人挺他
@twgorillaman,下次  可以試試看蘇阿姨  一樣在光復南路上  我超愛的  不知道toyz吃過了嗎  他是台式炸雞
@王昌-s4s,"小劉怎麼吃東西時眼皮都會掉下來呢 嗯？
更好吃了對嗎"
@emilyku9529,怎麼辦？我好擔心TOYZ….
@zhengo4278,椅子 踢館專家
@驕傲嬌,注意看那個女人實在是太狠了，把木曜運動會所學再次拿出來瞄準椅子
@小白-i4q,"椅子是用來坐的
公正?"
@點茶,"真的要測別人不能知道是TOYZ去買的吧，
知道別人是TOYZ要開箱要評測的或多或少都會和平常有差吧。"
@左三圈右三圈-w1t,期待能評比牢裡伙食優劣，哪邊需要改進!我相信公道伯應該不會為了要假釋而做出偏頗的評價! 因為TOYZ最公道了!
@青旺農產,能認同椅子評論皮的部份，平常吃的炸雞無論台式美式都跟影片一樣是脆皮的，直到去吃了椅子推薦的BBQ韓式炸雞的皮才知道什麼是薄脆
@亞洲公道伯,誰都別想嘴不懂吃的toyz
@Wayn-n1l,還想出境啊 囚犯toyz
@哈嘍你好-o5b,少加了大麻TOYZ當然覺得不夠多汁
@陳阿牙-e5i,髒椅子什麼時候進去服刑啊？
@z8334695,詐欺飯
@黃義翔-o9j,詐欺美食公道伯亂評一通週末炸雞應該很好吃
@仕宏許,詐欺犯怎麼不回香港
@carehu5368,toyz哥 也太兇 最近都沒在怕了 是不是打算在入去前，把能得罪的才得罪完，讓大家不能忘記你，話說做公益對你的減刑有用嗎？
